web-scraper-order,web-scraper-start-url,language,language-href,name,code,family,suprasegmental,bibliography,notes,vowels,consonants,location
"1602244417-55","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Waimaha","https://linguistics.berkeley.edu/~saphon/en/inv/Waimaha.html","Waimaha","bao","Tucanoan","Tone","Stolte, Joel and Nancy Stolte. 1976. Fonología del barasano del norte. In Viola Waterhouse (ed.), Sistemas fonológicos de idiomas Colombianos 3. Bogotá: Ministerio de Goberno and Instituto Lingüístico de Verano. 83-93.","Voiceless alveolar fricative /s/ occurs only in onomatopoeic expressions and loan words (87).","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td>ɡ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
</tbody></table>","0°19'37""N 70°16'37""W"
"1602245092-333","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Avá-Canoeiro","https://linguistics.berkeley.edu/~saphon/en/inv/AvaCanoeiro.html","Avá-Canoeiro","avv","Tupí","None","Borges, Mônica Veloso. 2006. Aspectos fonológicos e morfossintáticos da língua avá-ganoeiro (tupí-guaraní). PhD dissertation, Universidade Estadual de Campinas.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Uvular</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>kʷ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td></td><td></td><td></td><td></td><td>ʁ</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ŋ</td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","11°12'47""S 50°36'32""W"
"1602244496-88","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Tacana","https://linguistics.berkeley.edu/~saphon/en/inv/Tacana.html","Tacana","tna","Tacanan","None","Ottaviano, John and Ida Ottaviano. 1965. Tacana. In Esther Matteson (ed.), Gramáticas estructurales de lenguas bolivianas 3. Riberalta: Instituto Lingüístico de Verano. 309-417.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td></td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Dental</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td></td><td>t</td><td>tʃ</td><td>ʈʂ</td><td></td><td>k</td><td>kʷ</td><td></td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td></td><td>d</td><td></td><td>ɖ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>ð</td><td></td><td>ʃ</td><td>ʂ</td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td></td><td>n</td><td></td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td></td><td>j</td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","14°08'49""S 67°51'07""W"
"1602244429-60","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Umotína","https://linguistics.berkeley.edu/~saphon/en/inv/Umotina.html","Umotína","umo","Macro-Ge","None","Lima, Stella Telles Pereira. 1995. A língua Umutina: ""um sopro de vida"". PhD dissertation, Universidade Federal de Pernambuco.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid-high</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Mid-low</td><td>ɛ</td><td></td><td>ɔ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>z</td><td>ʃ&nbsp;ʒ</td><td></td><td></td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td></tr>
</tbody></table>","15°15'04""S 57°18'32""W"
"1602244540-106","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Sápara","https://linguistics.berkeley.edu/~saphon/en/inv/Sapara.html","Sápara","Záparo","1°53'06""S 76°28'34""W","null","null","Michael, Lev, Vivian Wauters, and Christine Beier. in prep. A Reconstruction of Proto-Zaparoan phonology.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td>k&nbsp;kʲ</td><td>kʷ</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td></td><td>hʷ</td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m&nbsp;mʲ</td><td>n</td><td></td><td>ɲ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Zaparoan</div>","zro"
"1602244383-41","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Wichí (Mision la Paz dialect)","https://linguistics.berkeley.edu/~saphon/en/inv/WichiMP.html","Wichí (Mision la Paz dialect)","mtp","Mataco","None","Avram, Megan Leigh Zdroikowski. 2008. A phonological description of Wichí: The dialect of Misión La Paz, Salta, Argentina. MA thesis, Eastern Michigan University.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Creaky stop/affricate</td><td>pʼ</td><td>tʼ&nbsp;tsʼ</td><td>kʲʼ</td><td>kʼ</td><td></td><td></td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t&nbsp;ts</td><td>kʲ</td><td>k&nbsp;kʷ</td><td>q&nbsp;qʷ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td>x&nbsp;xʷ</td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>ɬ&nbsp;l</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","22°21'00""S 62°31'05""W"
"1602244801-214","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Kaxuiâna","https://linguistics.berkeley.edu/~saphon/en/inv/Kaxuiana.html","Kaxuiâna","Kaxuyana","2°13'16""N 55°57'36""W","null","null","Paula, Ruth Wallace de Garcia. 1977. Língua Kaxuyána: fonologia segmental e afixos nominais. MA thesis, Universidade Federal do Rio de Janeiro.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Carib</div>","kbb"
"1602244854-236","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Jaqaru","https://linguistics.berkeley.edu/~saphon/en/inv/Jaqaru.html","Jaqaru","jqr","Aymaran","None","Hardman, Martha James. 1966. Jaqaru: Outline of Phonological and Morphological Structure. Janua linguarum, 22.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;iː</td><td></td><td>u&nbsp;uː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;aː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td></tr>
<tr><td class=""header"">Aspirated stop/affricate</td><td>pʰ</td><td>tʰ&nbsp;tʲʰ&nbsp;tsʰ</td><td>ʈʰ</td><td>cʰ</td><td>kʰ</td><td>qʰ</td></tr>
<tr><td class=""header"">Creaky stop/affricate</td><td>pʼ</td><td>tʼ&nbsp;tʲʼ&nbsp;tsʼ</td><td>ʈʼ</td><td>cʼ</td><td>kʼ</td><td>qʼ</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t&nbsp;tʲ&nbsp;ts</td><td>ʈ</td><td>c</td><td>k</td><td>q</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td>ç</td><td>x</td><td></td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td>ŋ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td>ʎ</td><td></td><td></td></tr>
</tbody></table>","12°45'00""S 75°51'32""W"
"1602244527-101","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Selk'nam","https://linguistics.berkeley.edu/~saphon/en/inv/Selknam.html","Selk'nam","ona","Chon","Tone","Rojas-Berscia, Luis Miguel. 2014. A heritage reference grammar of Selk'nam. Nijmegen: Radboud University MA thesis.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>ɪ</td><td></td><td>ʊ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Dental</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Creaky stop/affricate</td><td>pʼ</td><td></td><td>tʼ</td><td>tʃʼ</td><td></td><td></td><td>kʼ</td><td>qʼ</td><td></td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td></td><td>t</td><td>tʃ</td><td></td><td></td><td>k</td><td>q</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s̪</td><td>s</td><td>ʃ</td><td>ʂ</td><td></td><td>x</td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td></td><td>n</td><td></td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td></td><td>l</td><td></td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","54°28'59""S 67°04'59""W"
"1602244752-194","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Lokono","https://linguistics.berkeley.edu/~saphon/en/inv/Lokono.html","Lokono","Arawak","6°04'59""N 57°35'56""W; 5°09'58""N 57°28'23""W; 5°31'34""N 55°09'04""W","null","null","Pet, Willem J. A. 1988. Lokono dian: the Arawak language of Surinam: a sketch of its grammatical structure and lexicon. PhD dissertation, Cornell University.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Aspirated stop</td><td></td><td>tʰ</td><td></td><td></td><td></td><td>kʰ</td><td></td></tr>
<tr><td class=""header"">Plain stop</td><td></td><td>t</td><td></td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>ɸ</td><td>s</td><td>ʃ</td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td>ɽ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Arawak</div>","arw"
"1602244840-230","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Kadiwéu","https://linguistics.berkeley.edu/~saphon/en/inv/Kadiweu.html","Kadiwéu","kbc","Guaicuru","Tone","Sandalo, Filomena. 1997. A grammar of Kadiwéu: with special reference to the polysynthesis parameter. MIT Occasional Papers in Linguistics, 11. Cambridge, MA: MIT. 14-15.","Sandalo notes that there are register-based phonological differences, and “noble and non-noble Kadiwéu differ in that Noble Kadiwéu lacks long semivowels.”","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;iː</td><td></td><td></td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;eː</td><td></td><td>o&nbsp;oː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;aː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>q</td></tr>
<tr><td class=""header"">Voiced stop/affricate</td><td>b&nbsp;bː</td><td>d&nbsp;dː</td><td>dʒ</td><td></td><td>ɡ&nbsp;ɡː</td><td>ɢ</td></tr>
<tr><td class=""header"">Nasal</td><td>m&nbsp;mː</td><td>n&nbsp;nː</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j&nbsp;jː</td><td>w&nbsp;wː</td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l&nbsp;lː</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","20°00'07""S 57°00'07""W"
"1602244874-244","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Inga (Highland dialect)","https://linguistics.berkeley.edu/~saphon/en/inv/IngaHQ.html","Inga (Highland dialect)","inb","Quechua","None","Levinsohn, Stephen and Francisco Tandioy Jansasoy. 2000. Inga. In María Stella González de Pérez and María Luisa Rodríguez de Montes (eds.), Lenguas indígenas de Colombia: Una visión descriptiva. Bogotá: Instituto Caro y Cuervo. 121-122.","According to Levinsohn and Jansasoy, “la vibrante es dental, retrofleja, sonora y (en el dialecto de Santiago) múltiple” (122).","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td>u</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td></td><td>ɡ</td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td>x</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td>ʎ</td><td></td></tr>
</tbody></table>","1°13'23""N 76°39'29""W"
"1602244937-270","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Ese Eja (Peru)","https://linguistics.berkeley.edu/~saphon/en/inv/EseEja.html","Ese Eja (Peru)","ese_per","Tacanan","None","Chavarria, Maria. 2012. Etewémeeji ese ejaha sowiho: Guía para el uso del alfabeto ese eja. Ms.","Ese Eja (Perú) has two major varieties: Ese Eja Beniano and Ese Eja Baawaja. In the latter variety /k/ is attested in only a single morpheme, while in the Beniano dialect, /ts/ is rarely if ever attested.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td></td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td>kʷ</td><td>ʔ</td></tr>
<tr><td class=""header"">Implosive stop</td><td>ɓ</td><td>ɗ</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td>x</td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td></td><td>w</td><td></td></tr>
</tbody></table>","12°40'48""S 68°43'48""W"
"1602244503-91","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Suruahá","https://linguistics.berkeley.edu/~saphon/en/inv/Suruaha.html","Suruahá","Suruwahá","7°34'34""S 64°56'17""W","null","null","Suzuki, Edson Massamiti. 1997. Fonética E Fonologia Do Suruwahá. PhD dissertation, Universidade Estadual de Campinas.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>b</td><td>t&nbsp;d</td><td>dʒ</td><td>tʲ&nbsp;dʲ</td><td>k&nbsp;ɡ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s&nbsp;z</td><td>ʃ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>nʲ</td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td>ɾʲ</td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Arawan</div>","swx"
"1602244301-7","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Yurutí","https://linguistics.berkeley.edu/~saphon/en/inv/Yuruti.html","Yurutí","Wajiara","0°46'55""N 70°10'08""W","null","null","Kinch, Rodney and Pamela Kinch. 2000. El yurutí. In María Stella González de Pérez and María Luisa Rodríguez de Montes (eds.), Lenguas indígenas de Colombia: Una visión descriptiva. Bogotá: Instituto Caro y Cuervo. Bogotá: Instituto Caro y Cuervo.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop</td><td>p</td><td>t</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td>ɡ</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Tucanoan</div>","yui"
